amount,currency,amountUSD,customer_id,transaction_date,time,location,merchant_details,transaction_id,transaction_type,year,month,day
4837.6577,EUR,5273.047,C099,2022-12-28,20:52:00,City3,Merchant25,T00266,purchase,2022,12,28
697.59235,USD,697.59235,C099,2022-12-28,13:50:50,City9,Merchant21,T00872,purchase,2022,12,28
90.579346,EUR,98.73148,C080,2022-12-29,15:12:01,City8,Merchant26,T00913,purchase,2022,12,29
7989.394,EUR,8708.439,C061,2022-12-07,11:47:09,City4,Merchant26,T00255,purchase,2022,12,7
3099.3618,EUR,3378.3044,C060,2022-01-11,05:43:58,City7,Merchant24,T00133,withdrawal,2022,1,11
99.67812,EUR,108.64915,C033,2022-01-15,22:05:31,City3,Merchant28,T00589,purchase,2022,1,15
475.17166,GBP,603.468,C094,2022-01-02,22:17:58,City10,Merchant25,T00330,purchase,2022,1,2
554.0255,EUR,603.88776,C031,2022-01-26,19:25:46,City3,Merchant25,T00443,withdrawal,2022,1,26
950.5235,GBP,1207.1648,C034,2022-01-27,09:46:13,City8,Merchant27,T00460,withdrawal,2022,1,27
673.2723,EUR,733.86676,C006,2022-01-03,20:14:09,City9,Merchant24,T00140,purchase,2022,1,3
56.05794,EUR,61.103157,C067,2022-01-03,22:02:16,City7,Merchant30,T00643,withdrawal,2022,1,3
8083.4736,USD,8083.4736,C053,2022-01-03,13:23:43,City10,Merchant21,T00880,withdrawal,2022,1,3
726.83954,EUR,792.2551,C023,2022-02-11,22:00:36,City9,Merchant27,T00029,purchase,2022,2,11
4838.849,GBP,6145.3384,C061,2022-02-12,21:21:38,City8,Merchant27,T00063,purchase,2022,2,12
951.30054,USD,951.30054,C001,2022-02-16,05:30:15,City10,Merchant24,T00451,purchase,2022,2,16
753.1023,USD,753.1023,C075,2022-02-25,07:53:32,City9,Merchant26,T00239,withdrawal,2022,2,25
327.87418,GBP,416.4002,C080,2022-02-25,03:46:42,City6,Merchant23,T00364,purchase,2022,2,25
215.55508,USD,215.55508,C077,2022-02-07,05:28:43,City9,Merchant30,T00970,withdrawal,2022,2,7
4790.8384,USD,4790.8384,C067,2022-03-13,21:41:15,City4,Merchant25,T00538,purchase,2022,3,13
278.12613,EUR,303.1575,C070,2022-03-20,19:31:16,City8,Merchant27,T00245,purchase,2022,3,20
147.6191,EUR,160.9048,C045,2022-03-20,21:31:07,City8,Merchant22,T00765,withdrawal,2022,3,20
231.98758,USD,231.98758,C057,2022-03-28,08:22:22,City10,Merchant27,T00606,withdrawal,2022,3,28
879.7094,EUR,958.88324,C091,2022-03-28,19:19:21,City1,Merchant27,T00999,purchase,2022,3,28
887.629,EUR,967.5156,C054,2022-03-06,02:45:02,City6,Merchant29,T00705,purchase,2022,3,6
653.38055,EUR,712.1848,C086,2022-03-08,19:24:09,City6,Merchant21,T00123,withdrawal,2022,3,8
1286.6488,GBP,1634.0441,C071,2022-04-01,19:29:59,City1,Merchant27,T00499,purchase,2022,4,1
981.59894,USD,981.59894,C066,2022-04-10,22:53:50,City7,Merchant27,T00115,purchase,2022,4,10
8971.76,USD,8971.76,C019,2022-04-16,01:58:21,City8,Merchant29,T00623,purchase,2022,4,16
792.35406,USD,792.35406,C039,2022-04-02,08:00:04,City10,Merchant28,T00432,purchase,2022,4,2
574.3182,GBP,729.3841,C015,2022-04-02,05:46:49,City1,Merchant23,T00856,withdrawal,2022,4,2
13.051838,USD,13.051838,C012,2022-04-20,04:46:24,City6,Merchant24,T00655,withdrawal,2022,4,20
67.096405,USD,67.096405,C079,2022-04-26,21:11:19,City5,Merchant28,T00183,withdrawal,2022,4,26
306.9894,USD,306.9894,C047,2022-04-27,09:38:22,City5,Merchant23,T00358,purchase,2022,4,27
299.92303,EUR,326.9161,C030,2022-04-03,13:22:47,City7,Merchant28,T00587,withdrawal,2022,4,3
93.91889,USD,93.91889,C016,2022-04-30,11:25:52,City5,Merchant25,T00319,withdrawal,2022,4,30
342.49942,GBP,434.97424,C020,2022-04-04,10:17:34,City6,Merchant24,T00071,withdrawal,2022,4,4
175.9361,EUR,191.77034,C055,2022-04-05,22:01:53,City3,Merchant21,T00322,purchase,2022,4,5
945.51666,GBP,1200.8062,C065,2022-04-05,03:00:00,City4,Merchant22,T00337,withdrawal,2022,4,5
575.06757,GBP,730.3359,C033,2022-04-05,18:43:58,City1,Merchant25,T00634,purchase,2022,4,5
6171.1377,EUR,6726.54,C048,2022-04-06,13:01:12,City10,Merchant21,T00382,purchase,2022,4,6
493.47247,USD,493.47247,C072,2022-05-18,23:10:50,City2,Merchant28,T00700,withdrawal,2022,5,18
2252.9456,GBP,2861.2407,C093,2022-05-19,10:23:03,City9,Merchant28,T00078,withdrawal,2022,5,19
470.40503,USD,470.40503,C012,2022-05-02,05:33:39,City6,Merchant30,T00041,purchase,2022,5,2
558.06354,EUR,608.2893,C031,2022-05-20,14:12:38,City2,Merchant26,T00310,purchase,2022,5,20
399.67267,EUR,435.6432,C011,2022-05-20,05:02:18,City4,Merchant27,T00863,purchase,2022,5,20
207.6325,USD,207.6325,C022,2022-05-24,17:55:25,City10,Merchant28,T00220,purchase,2022,5,24
363.90738,EUR,396.65906,C069,2022-05-25,23:46:12,City1,Merchant26,T00218,purchase,2022,5,25
462.00034,EUR,503.58035,C027,2022-05-27,08:42:10,City6,Merchant28,T00338,withdrawal,2022,5,27
333.75842,USD,333.75842,C052,2022-05-03,00:03:48,City4,Merchant22,T00673,withdrawal,2022,5,3
213.33363,EUR,232.53366,C074,2022-05-06,09:16:28,City10,Merchant28,T00729,withdrawal,2022,5,6
2699.481,GBP,3428.3408,C094,2022-05-07,17:47:06,City1,Merchant23,T00744,purchase,2022,5,7
631.6402,USD,631.6402,C009,2022-06-01,07:13:15,City7,Merchant26,T00946,purchase,2022,6,1
4020.659,EUR,4382.5186,C013,2022-06-12,10:36:08,City9,Merchant26,T00878,purchase,2022,6,12
607.80597,GBP,771.9136,C013,2022-06-02,16:45:41,City9,Merchant25,T00752,withdrawal,2022,6,2
2042.3163,USD,2042.3163,C078,2022-06-23,14:38:45,City8,Merchant26,T00750,purchase,2022,6,23
537.7614,EUR,586.16,C081,2022-06-25,13:14:48,City5,Merchant25,T00629,purchase,2022,6,25
622.09296,EUR,678.08136,C098,2022-06-29,16:26:42,City10,Merchant27,T00725,withdrawal,2022,6,29
743.85205,EUR,810.79877,C090,2022-06-04,00:08:14,City5,Merchant29,T00663,withdrawal,2022,6,4
7364.916,USD,7364.916,C030,2022-06-06,18:50:48,City4,Merchant22,T00457,purchase,2022,6,6
5301.715,USD,5301.715,C014,2022-07-12,01:43:23,City1,Merchant26,T00861,withdrawal,2022,7,12
339.19974,EUR,369.7277,C038,2022-07-13,07:36:20,City1,Merchant25,T00400,withdrawal,2022,7,13
716.106,EUR,780.55554,C067,2022-07-15,02:26:56,City9,Merchant21,T00665,withdrawal,2022,7,15
257.92242,EUR,281.13544,C099,2022-07-16,11:36:29,City8,Merchant23,T00134,withdrawal,2022,7,16
6654.479,EUR,7253.382,C083,2022-07-17,08:42:06,City8,Merchant26,T00213,purchase,2022,7,17
518.83984,GBP,658.92664,C069,2022-07-25,22:19:36,City7,Merchant27,T00085,withdrawal,2022,7,25
7019.3647,EUR,7651.108,C097,2022-07-30,04:05:24,City5,Merchant30,T00143,withdrawal,2022,7,30
687.49915,EUR,749.374,C040,2022-07-31,06:55:37,City3,Merchant24,T00058,purchase,2022,7,31
347.2892,GBP,441.05728,C094,2022-07-05,00:41:29,City3,Merchant21,T00692,withdrawal,2022,7,5
112.27267,USD,112.27267,C013,2022-07-06,17:02:57,City10,Merchant21,T00755,withdrawal,2022,7,6
221.13768,GBP,280.84485,C010,2022-08-10,22:28:59,City4,Merchant27,T00317,purchase,2022,8,10
3530.5679,GBP,4483.8213,C066,2022-08-10,23:04:32,City3,Merchant23,T00441,purchase,2022,8,10
258.37573,USD,258.37573,C044,2022-08-17,11:43:13,City10,Merchant27,T00822,withdrawal,2022,8,17
9037.733,USD,9037.733,C067,2022-08-20,10:52:31,City3,Merchant26,T00625,purchase,2022,8,20
8549.956,USD,8549.956,C096,2022-08-23,15:31:34,City7,Merchant29,T00516,purchase,2022,8,23
112.363205,EUR,122.47589,C032,2022-08-24,15:03:38,City3,Merchant24,T00536,purchase,2022,8,24
947.76984,GBP,1203.6676,C054,2022-08-26,04:26:28,City5,Merchant25,T00943,purchase,2022,8,26
7868.8857,GBP,9993.485,C041,2022-08-03,22:36:41,City10,Merchant28,T00981,withdrawal,2022,8,3
2494.1296,EUR,2718.6013,C073,2022-08-05,16:19:38,City6,Merchant24,T00097,purchase,2022,8,5
253.90523,EUR,276.75668,C012,2022-08-06,13:41:59,City9,Merchant24,T00573,purchase,2022,8,6
740.14124,GBP,939.9794,C074,2022-08-08,16:30:56,City10,Merchant22,T00505,withdrawal,2022,8,8
5255.016,USD,5255.016,C044,2022-09-01,04:25:58,City9,Merchant23,T00743,purchase,2022,9,1
729.13837,EUR,794.76086,C090,2022-09-01,06:18:19,City3,Merchant25,T00855,purchase,2022,9,1
4210.8696,GBP,5347.8047,C046,2022-09-11,01:43:59,City2,Merchant28,T00513,withdrawal,2022,9,11
156.48135,USD,156.48135,C001,2022-09-14,01:30:14,City7,Merchant23,T00709,purchase,2022,9,14
250.83656,USD,250.83656,C038,2022-09-17,14:30:53,City10,Merchant21,T00531,purchase,2022,9,17
678.7938,GBP,862.0681,C091,2022-09-20,14:05:28,City8,Merchant22,T00701,purchase,2022,9,20
957.9099,GBP,1216.5455,C082,2022-09-20,06:11:05,City8,Merchant24,T00976,withdrawal,2022,9,20
327.61984,USD,327.61984,C038,2022-09-21,23:31:15,City3,Merchant25,T00091,withdrawal,2022,9,21
898.0263,GBP,1140.4934,C011,2022-09-22,16:48:15,City9,Merchant21,T00873,purchase,2022,9,22
436.22473,USD,436.22473,C070,2022-09-29,16:24:45,City2,Merchant24,T00138,purchase,2022,9,29
7519.036,GBP,9549.176,C068,2022-09-04,10:29:03,City6,Merchant26,T00783,withdrawal,2022,9,4
6055.9893,GBP,7691.106,C063,2022-09-08,18:45:18,City1,Merchant27,T00269,withdrawal,2022,9,8
692.25104,GBP,879.1588,C087,2022-09-09,08:20:26,City4,Merchant27,T00508,withdrawal,2022,9,9
